"BY RELIGION, SEX AND RURAL/URBAN",,,,,,,,,,,,


Id,Division,District,Tehsil,Area,Sex,Total,Muslim,Christian,HinduJati,QadianiAhmadi,Scheduled_Castes,Others
625,GUJRANWALA,SIALKOT,DASKA TEHSIL,RURAL,BOTH SEXES,664853,631122,29790,340,3381,103,117
626,GUJRANWALA,SIALKOT,DASKA TEHSIL,RURAL,MALE,340501,323325,15266,145,1683,31,51
627,GUJRANWALA,SIALKOT,DASKA TEHSIL,RURAL,FEMALE,324352,307797,14524,195,1698,72,66
628,GUJRANWALA,SIALKOT,DASKA TEHSIL,URBAN,BOTH SEXES,195758,187459,7395,91,789,19,5
629,GUJRANWALA,SIALKOT,DASKA TEHSIL,URBAN,MALE,99477,95194,3825,49,400,7,2
630,GUJRANWALA,SIALKOT,DASKA TEHSIL,URBAN,FEMALE,96281,92265,3570,42,389,12,3
631,GUJRANWALA,SIALKOT,PASRUR TEHSIL,TOTAL,BOTH SEXES,611871,580497,20294,715,10146,88,131
632,GUJRANWALA,SIALKOT,PASRUR TEHSIL,TOTAL,MALE,307095,291600,10146,332,4909,45,63
633,GUJRANWALA,SIALKOT,PASRUR TEHSIL,TOTAL,FEMALE,304776,288897,10148,383,5237,43,68
634,GUJRANWALA,SIALKOT,PASRUR TEHSIL,RURAL,BOTH SEXES,534176,507258,17154,708,8879,61,116
635,GUJRANWALA,SIALKOT,PASRUR TEHSIL,RURAL,MALE,267891,254622,8543,329,4316,28,53
636,GUJRANWALA,SIALKOT,PASRUR TEHSIL,RURAL,FEMALE,266285,252636,8611,379,4563,33,63
637,GUJRANWALA,SIALKOT,PASRUR TEHSIL,URBAN,BOTH SEXES,77695,73239,3140,7,1267,27,15
638,GUJRANWALA,SIALKOT,PASRUR TEHSIL,URBAN,MALE,39204,36978,1603,3,593,17,10
639,GUJRANWALA,SIALKOT,PASRUR TEHSIL,URBAN,FEMALE,38491,36261,1537,4,674,10,5
640,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,TOTAL,BOTH SEXES,1250999,1194150,51112,2207,2638,14,878
641,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,TOTAL,MALE,649459,620178,26339,1130,1354,7,451
642,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,TOTAL,FEMALE,601540,573972,24773,1077,1284,7,427
643,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,RURAL,BOTH SEXES,811123,776276,30970,1381,1657,8,831
644,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,RURAL,MALE,413079,395154,15943,690,861,5,426
645,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,RURAL,FEMALE,398044,381122,15027,691,796,3,405
646,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,URBAN,BOTH SEXES,439876,417874,20142,826,981,6,47
647,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,URBAN,MALE,236380,225024,10396,440,493,2,25
648,GUJRANWALA,SIALKOT,SIALKOT TEHSIL,URBAN,FEMALE,203496,192850,9746,386,488,4,22
649,LAHORE,KASUR,KASUR DISTRICT,TOTAL,BOTH SEXES,2375875,2267747,103908,724,1795,1391,310
650,LAHORE,KASUR,KASUR DISTRICT,TOTAL,MALE,1243818,1186903,54687,355,945,793,135
651,LAHORE,KASUR,KASUR DISTRICT,TOTAL,FEMALE,1132057,1080844,49221,369,850,598,175
652,LAHORE,KASUR,KASUR DISTRICT,RURAL,BOTH SEXES,1833484,1750078,80022,675,1281,1154,274
653,LAHORE,KASUR,KASUR DISTRICT,RURAL,MALE,959688,915719,42180,332,685,656,116
654,LAHORE,KASUR,KASUR DISTRICT,RURAL,FEMALE,873796,834359,37842,343,596,498,158
655,LAHORE,KASUR,KASUR DISTRICT,URBAN,BOTH SEXES,542391,517669,23886,49,514,237,36
656,LAHORE,KASUR,KASUR DISTRICT,URBAN,MALE,284130,271184,12507,23,260,137,19
657,LAHORE,KASUR,KASUR DISTRICT,URBAN,FEMALE,258261,246485,11379,26,254,100,17
658,LAHORE,KASUR,CHUNIAN TEHSIL,TOTAL,BOTH SEXES,584567,567366,15663,508,297,659,74
659,LAHORE,KASUR,CHUNIAN TEHSIL,TOTAL,MALE,304965,295907,8215,265,164,381,33
660,LAHORE,KASUR,CHUNIAN TEHSIL,TOTAL,FEMALE,279602,271459,7448,243,133,278,41
661,LAHORE,KASUR,CHUNIAN TEHSIL,RURAL,BOTH SEXES,523694,508758,13417,508,279,658,74
662,LAHORE,KASUR,CHUNIAN TEHSIL,RURAL,MALE,273316,265425,7059,265,154,380,33
663,LAHORE,KASUR,CHUNIAN TEHSIL,RURAL,FEMALE,250378,243333,6358,243,125,278,41
664,LAHORE,KASUR,CHUNIAN TEHSIL,URBAN,BOTH SEXES,60873,58608,2246,-,18,1,-
665,LAHORE,KASUR,CHUNIAN TEHSIL,URBAN,MALE,31649,30482,1156,-,10,1,-
666,LAHORE,KASUR,CHUNIAN TEHSIL,URBAN,FEMALE,29224,28126,1090,-,8,-,-
667,LAHORE,KASUR,KASUR TEHSIL,TOTAL,BOTH SEXES,1157072,1093885,61684,111,966,269,157
668,LAHORE,KASUR,KASUR TEHSIL,TOTAL,MALE,604688,571445,32475,45,508,146,69
669,LAHORE,KASUR,KASUR TEHSIL,TOTAL,FEMALE,552384,522440,29209,66,458,123,88
670,LAHORE,KASUR,KASUR TEHSIL,RURAL,BOTH SEXES,790628,743781,45732,70,647,257,141
671,LAHORE,KASUR,KASUR TEHSIL,RURAL,MALE,412162,387506,24090,24,341,141,60
672,LAHORE,KASUR,KASUR TEHSIL,RURAL,FEMALE,378466,356275,21642,46,306,116,81
673,LAHORE,KASUR,KASUR TEHSIL,URBAN,BOTH SEXES,366444,350104,15952,41,319,12,16
674,LAHORE,KASUR,KASUR TEHSIL,URBAN,MALE,192526,183939,8385,21,167,5,9
675,LAHORE,KASUR,KASUR TEHSIL,URBAN,FEMALE,173918,166165,7567,20,152,7,7
676,LAHORE,KASUR,PATTOKI TEHSIL,TOTAL,BOTH SEXES,634236,606496,26561,105,532,463,79
677,LAHORE,KASUR,PATTOKI TEHSIL,TOTAL,MALE,334165,319551,13997,45,273,266,33
678,LAHORE,KASUR,PATTOKI TEHSIL,TOTAL,FEMALE,300071,286945,12564,60,259,197,46
679,LAHORE,KASUR,PATTOKI TEHSIL,RURAL,BOTH SEXES,519162,497539,20873,97,355,239,59
680,LAHORE,KASUR,PATTOKI TEHSIL,RURAL,MALE,274210,262788,11031,43,190,135,23
681,LAHORE,KASUR,PATTOKI TEHSIL,RURAL,FEMALE,244952,234751,9842,54,165,104,36
682,LAHORE,KASUR,PATTOKI TEHSIL,URBAN,BOTH SEXES,115074,108957,5688,8,177,224,20
683,LAHORE,KASUR,PATTOKI TEHSIL,URBAN,MALE,59955,56763,2966,2,83,131,10
684,LAHORE,KASUR,PATTOKI TEHSIL,URBAN,FEMALE,55119,52194,2722,6,94,93,10
685,LAHORE,LAHORE,LAHORE DISTRICT,TOTAL,BOTH SEXES,6318745,5932865,368089,1059,15210,548,974
686,LAHORE,LAHORE,LAHORE DISTRICT,TOTAL,MALE,3328502,3127680,191829,487,7777,261,468
687,LAHORE,LAHORE,LAHORE DISTRICT,TOTAL,FEMALE,2990243,2805185,176260,572,7433,287,506
688,LAHORE,LAHORE,LAHORE DISTRICT,RURAL,BOTH SEXES,1109657,1008889,99314,104,1154,55,141
689,LAHORE,LAHORE,LAHORE DISTRICT,RURAL,MALE,587099,533904,52423,54,616,27,75
690,LAHORE,LAHORE,LAHORE DISTRICT,RURAL,FEMALE,522558,474985,46891,50,538,28,66
691,LAHORE,LAHORE,LAHORE DISTRICT,URBAN,BOTH SEXES,5209088,4923976,268775,955,14056,493,833
692,LAHORE,LAHORE,LAHORE DISTRICT,URBAN,MALE,2741403,2593776,139406,433,7161,234,393
693,LAHORE,LAHORE,LAHORE DISTRICT,URBAN,FEMALE,2467685,2330200,129369,522,6895,259,440
694,LAHORE,LAHORE,LAHORE CANTT. TEHSIL,TOTAL,BOTH SEXES,3778172,3504501,261555,628,10702,275,511
695,LAHORE,LAHORE,LAHORE CANTT. TEHSIL,TOTAL,MALE,1994485,1852449,135868,298,5487,133,250
696,LAHORE,LAHORE,LAHORE CANTT. TEHSIL,TOTAL,FEMALE,1783687,1652052,125687,330,5215,142,261
697,LAHORE,LAHORE,LAHORE CANTT. TEHSIL,RURAL,BOTH SEXES,650132,586842,62440,101,656,23,70
698,LAHORE,LAHORE,LAHORE CANTT. TEHSIL,RURAL,MALE,343796,310480,32868,54,348,9,37
699,LAHORE,LAHORE,LAHORE CANTT. TEHSIL,RURAL,FEMALE,306336,276362,29572,47,308,14,33
700,LAHORE,LAHORE,LAHORE CANTT. TEHSIL,URBAN,BOTH SEXES,3128040,2917659,199115,527,10046,252,441
701,LAHORE,LAHORE,LAHORE CANTT. TEHSIL,URBAN,MALE,1650689,1541969,103000,244,5139,124,213
702,LAHORE,LAHORE,LAHORE CANTT. TEHSIL,URBAN,FEMALE,1477351,1375690,96115,283,4907,128,228
703,LAHORE,LAHORE,LAHORE CITY TEHSIL,TOTAL,BOTH SEXES,2540573,2428364,106534,431,4508,273,463
704,LAHORE,LAHORE,LAHORE CITY TEHSIL,TOTAL,MALE,1334017,1275231,55961,189,2290,128,218
705,LAHORE,LAHORE,LAHORE CITY TEHSIL,TOTAL,FEMALE,1206556,1153133,50573,242,2218,145,245
706,LAHORE,LAHORE,LAHORE CITY TEHSIL,RURAL,BOTH SEXES,459525,422047,36874,3,498,32,71
707,LAHORE,LAHORE,LAHORE CITY TEHSIL,RURAL,MALE,243303,223424,19555,-,268,18,38
708,LAHORE,LAHORE,LAHORE CITY TEHSIL,RURAL,FEMALE,216222,198623,17319,3,230,14,33
709,LAHORE,LAHORE,LAHORE CITY TEHSIL,URBAN,BOTH SEXES,2081048,2006317,69660,428,4010,241,392
710,LAHORE,LAHORE,LAHORE CITY TEHSIL,URBAN,MALE,1090714,1051807,36406,189,2022,110,180
711,LAHORE,LAHORE,LAHORE CITY TEHSIL,URBAN,FEMALE,990334,954510,33254,239,1988,131,212
712,SAHIWAL,OKARA,OKARA DISTRICT,TOTAL,BOTH SEXES,2232992,2187646,42763,552,1737,118,176
713,SAHIWAL,OKARA,OKARA DISTRICT,TOTAL,MALE,1167481,1143912,22325,248,878,44,74
714,SAHIWAL,OKARA,OKARA DISTRICT,TOTAL,FEMALE,1065511,1043734,20438,304,859,74,102
715,SAHIWAL,OKARA,OKARA DISTRICT,RURAL,BOTH SEXES,1718584,1686643,30445,529,761,78,128
716,SAHIWAL,OKARA,OKARA DISTRICT,RURAL,MALE,891217,874728,15815,233,359,28,54
717,SAHIWAL,OKARA,OKARA DISTRICT,RURAL,FEMALE,827367,811915,14630,296,402,50,74
718,SAHIWAL,OKARA,OKARA DISTRICT,URBAN,BOTH SEXES,514408,501003,12318,23,976,40,48
719,SAHIWAL,OKARA,OKARA DISTRICT,URBAN,MALE,276264,269184,6510,15,519,16,20
720,SAHIWAL,OKARA,OKARA DISTRICT,URBAN,FEMALE,238144,231819,5808,8,457,24,28
721,SAHIWAL,OKARA,DEPALPUR TEHSIL,TOTAL,BOTH SEXES,1030836,1023901,6239,122,388,88,98
722,SAHIWAL,OKARA,DEPALPUR TEHSIL,TOTAL,MALE,536516,532939,3280,53,173,31,40
723,SAHIWAL,OKARA,DEPALPUR TEHSIL,TOTAL,FEMALE,494320,490962,2959,69,215,57,58
724,SAHIWAL,OKARA,DEPALPUR TEHSIL,RURAL,BOTH SEXES,821089,816409,4242,105,228,48,57
725,SAHIWAL,OKARA,DEPALPUR TEHSIL,RURAL,MALE,427277,424866,2226,44,102,15,24
726,SAHIWAL,OKARA,DEPALPUR TEHSIL,RURAL,FEMALE,393812,391543,2016,61,126,33,33
727,SAHIWAL,OKARA,DEPALPUR TEHSIL,URBAN,BOTH SEXES,209747,207492,1997,17,160,40,41
728,SAHIWAL,OKARA,DEPALPUR TEHSIL,URBAN,MALE,109239,108073,1054,9,71,16,16
729,SAHIWAL,OKARA,DEPALPUR TEHSIL,URBAN,FEMALE,100508,99419,943,8,89,24,25
730,SAHIWAL,OKARA,OKARA TEHSIL,TOTAL,BOTH SEXES,862364,832810,28278,25,1176,14,61
731,SAHIWAL,OKARA,OKARA TEHSIL,TOTAL,MALE,456281,440763,14842,19,621,8,28
732,SAHIWAL,OKARA,OKARA TEHSIL,TOTAL,FEMALE,406083,392047,13436,6,555,6,33
733,SAHIWAL,OKARA,OKARA TEHSIL,RURAL,BOTH SEXES,590040,569851,19732,19,370,14,54
734,SAHIWAL,OKARA,OKARA TEHSIL,RURAL,MALE,305872,295365,10279,13,183,8,24
735,SAHIWAL,OKARA,OKARA TEHSIL,RURAL,FEMALE,284168,274486,9453,6,187,6,30
736,SAHIWAL,OKARA,OKARA TEHSIL,URBAN,BOTH SEXES,272324,262959,8546,6,806,-,7
737,SAHIWAL,OKARA,OKARA TEHSIL,URBAN,MALE,150409,145398,4563,6,438,-,4
738,SAHIWAL,OKARA,OKARA TEHSIL,URBAN,FEMALE,121915,117561,3983,-,368,-,3
739,SAHIWAL,OKARA,RENALA KHURD TEHSIL,TOTAL,BOTH SEXES,339792,330935,8246,405,173,16,17
740,SAHIWAL,OKARA,RENALA KHURD TEHSIL,TOTAL,MALE,174684,170210,4203,176,84,5,6
741,SAHIWAL,OKARA,RENALA KHURD TEHSIL,TOTAL,FEMALE,165108,160725,4043,229,89,11,11
742,SAHIWAL,OKARA,RENALA KHURD TEHSIL,RURAL,BOTH SEXES,307455,300383,6471,405,163,16,17
743,SAHIWAL,OKARA,RENALA KHURD TEHSIL,RURAL,MALE,158068,154497,3310,176,74,5,6
744,SAHIWAL,OKARA,RENALA KHURD TEHSIL,RURAL,FEMALE,149387,145886,3161,229,89,11,11
745,SAHIWAL,OKARA,RENALA KHURD TEHSIL,URBAN,BOTH SEXES,32337,30552,1775,-,10,-,-
746,SAHIWAL,OKARA,RENALA KHURD TEHSIL,URBAN,MALE,16616,15713,893,-,10,-,-
747,SAHIWAL,OKARA,RENALA KHURD TEHSIL,URBAN,FEMALE,15721,14839,882,-,-,-,-
748,LAHORE,SHEIKHUPURA,SHEIKHUPURA DISTRICT,TOTAL,BOTH SEXES,3321029,3157531,150218,818,11014,367,1081
749,LAHORE,SHEIKHUPURA,SHEIKHUPURA DISTRICT,TOTAL,MALE,1729082,1643810,78514,361,5725,172,500
750,LAHORE,SHEIKHUPURA,SHEIKHUPURA DISTRICT,TOTAL,FEMALE,1591947,1513721,71704,457,5289,195,581
751,LAHORE,SHEIKHUPURA,SHEIKHUPURA DISTRICT,RURAL,BOTH SEXES,2450213,2324421,116543,477,8001,257,514
752,LAHORE,SHEIKHUPURA,SHEIKHUPURA DISTRICT,RURAL,MALE,1275493,1209741,61042,210,4165,119,216
753,LAHORE,SHEIKHUPURA,SHEIKHUPURA DISTRICT,RURAL,FEMALE,1174720,1114680,55501,267,3836,138,298
754,LAHORE,SHEIKHUPURA,SHEIKHUPURA DISTRICT,URBAN,BOTH SEXES,870816,833110,33675,341,3013,110,567
755,LAHORE,SHEIKHUPURA,SHEIKHUPURA DISTRICT,URBAN,MALE,453589,434069,17472,151,1560,53,284
756,LAHORE,SHEIKHUPURA,SHEIKHUPURA DISTRICT,URBAN,FEMALE,417227,399041,16203,190,1453,57,283
757,LAHORE,SHEIKHUPURA,FEROZEWALA TEHSIL,TOTAL,BOTH SEXES,999185,951353,44232,368,2443,264,525
758,LAHORE,SHEIKHUPURA,FEROZEWALA TEHSIL,TOTAL,MALE,519052,494167,23105,160,1288,118,214
759,LAHORE,SHEIKHUPURA,FEROZEWALA TEHSIL,TOTAL,FEMALE,480133,457186,21127,208,1155,146,311
760,LAHORE,SHEIKHUPURA,FEROZEWALA TEHSIL,RURAL,BOTH SEXES,708745,672588,33962,234,1358,190,413
761,LAHORE,SHEIKHUPURA,FEROZEWALA TEHSIL,RURAL,MALE,367915,349044,17819,96,706,84,166
762,LAHORE,SHEIKHUPURA,FEROZEWALA TEHSIL,RURAL,FEMALE,340830,323544,16143,138,652,106,247
763,LAHORE,SHEIKHUPURA,FEROZEWALA TEHSIL,URBAN,BOTH SEXES,290440,278765,10270,134,1085,74,112
764,LAHORE,SHEIKHUPURA,FEROZEWALA TEHSIL,URBAN,MALE,151137,145123,5286,64,582,34,48
765,LAHORE,SHEIKHUPURA,FEROZEWALA TEHSIL,URBAN,FEMALE,139303,133642,4984,70,503,40,64
766,LAHORE,SHEIKHUPURA,NANKANA SAHIB TEHSIL,TOTAL,BOTH SEXES,683963,663840,18003,45,1638,9,428
767,LAHORE,SHEIKHUPURA,NANKANA SAHIB TEHSIL,TOTAL,MALE,354584,343963,9496,23,875,5,222
768,LAHORE,SHEIKHUPURA,NANKANA SAHIB TEHSIL,TOTAL,FEMALE,329379,319877,8507,22,763,4,206
769,LAHORE,SHEIKHUPURA,NANKANA SAHIB TEHSIL,RURAL,BOTH SEXES,615443,597356,16538,16,1489,9,35
770,LAHORE,SHEIKHUPURA,NANKANA SAHIB TEHSIL,RURAL,MALE,319163,309646,8689,10,795,5,18
771,LAHORE,SHEIKHUPURA,NANKANA SAHIB TEHSIL,RURAL,FEMALE,296280,287710,7849,6,694,4,17
772,LAHORE,SHEIKHUPURA,NANKANA SAHIB TEHSIL,URBAN,BOTH SEXES,68520,66484,1465,29,149,-,393
773,LAHORE,SHEIKHUPURA,NANKANA SAHIB TEHSIL,URBAN,MALE,35421,34317,807,13,80,-,204
774,LAHORE,SHEIKHUPURA,NANKANA SAHIB TEHSIL,URBAN,FEMALE,33099,32167,658,16,69,-,189
775,LAHORE,SHEIKHUPURA,SAFDARABAD TEHSIL,TOTAL,BOTH SEXES,588617,551467,32768,74,4238,41,29
776,LAHORE,SHEIKHUPURA,SAFDARABAD TEHSIL,TOTAL,MALE,304245,285035,16979,34,2157,22,18
777,LAHORE,SHEIKHUPURA,SAFDARABAD TEHSIL,TOTAL,FEMALE,284372,266432,15789,40,2081,19,11
778,LAHORE,SHEIKHUPURA,SAFDARABAD TEHSIL,RURAL,BOTH SEXES,451928,421473,26723,47,3640,32,13
779,LAHORE,SHEIKHUPURA,SAFDARABAD TEHSIL,RURAL,MALE,233572,217785,13889,20,1852,19,7
780,LAHORE,SHEIKHUPURA,SAFDARABAD TEHSIL,RURAL,FEMALE,218356,203688,12834,27,1788,13,6
781,LAHORE,SHEIKHUPURA,SAFDARABAD TEHSIL,URBAN,BOTH SEXES,136689,129994,6045,27,598,9,16
782,LAHORE,SHEIKHUPURA,SAFDARABAD TEHSIL,URBAN,MALE,70673,67250,3090,14,305,3,11
783,LAHORE,SHEIKHUPURA,SAFDARABAD TEHSIL,URBAN,FEMALE,66016,62744,2955,13,293,6,5
784,LAHORE,SHEIKHUPURA,SHEIKHUPURA TEHSIL,TOTAL,BOTH SEXES,1049264,990871,55215,331,2695,53,99
785,LAHORE,SHEIKHUPURA,SHEIKHUPURA TEHSIL,TOTAL,MALE,551201,520645,28934,144,1405,27,46
786,LAHORE,SHEIKHUPURA,SHEIKHUPURA TEHSIL,TOTAL,FEMALE,498063,470226,26281,187,1290,26,53
787,LAHORE,SHEIKHUPURA,SHEIKHUPURA TEHSIL,RURAL,BOTH SEXES,674097,633004,39320,180,1514,26,53
788,LAHORE,SHEIKHUPURA,SHEIKHUPURA TEHSIL,RURAL,MALE,354843,333266,20645,84,812,11,25
789,LAHORE,SHEIKHUPURA,SHEIKHUPURA TEHSIL,RURAL,FEMALE,319254,299738,18675,96,702,15,28
790,LAHORE,SHEIKHUPURA,SHEIKHUPURA TEHSIL,URBAN,BOTH SEXES,375167,357867,15895,151,1181,27,46
791,LAHORE,SHEIKHUPURA,SHEIKHUPURA TEHSIL,URBAN,MALE,196358,187379,8289,60,593,16,21
792,LAHORE,SHEIKHUPURA,SHEIKHUPURA TEHSIL,URBAN,FEMALE,178809,170488,7606,91,588,11,25
793,MULTAN,KHANEWAL,KHANEWAL DISTRICT,TOTAL,BOTH SEXES,2068490,2016748,48831,191,2107,58,555
794,MULTAN,KHANEWAL,KHANEWAL DISTRICT,TOTAL,MALE,1072492,1045481,25503,90,1104,28,286
795,MULTAN,KHANEWAL,KHANEWAL DISTRICT,TOTAL,FEMALE,995998,971267,23328,101,1003,30,269
796,MULTAN,KHANEWAL,KHANEWAL DISTRICT,RURAL,BOTH SEXES,1704229,1661308,40556,147,1635,51,532
797,MULTAN,KHANEWAL,KHANEWAL DISTRICT,RURAL,MALE,883777,861350,21205,74,852,22,274
798,MULTAN,KHANEWAL,KHANEWAL DISTRICT,RURAL,FEMALE,820452,799958,19351,73,783,29,258
799,MULTAN,KHANEWAL,KHANEWAL DISTRICT,URBAN,BOTH SEXES,364261,355440,8275,44,472,7,23
800,MULTAN,KHANEWAL,KHANEWAL DISTRICT,URBAN,MALE,188715,184131,4298,16,252,6,12
801,MULTAN,KHANEWAL,KHANEWAL DISTRICT,URBAN,FEMALE,175546,171309,3977,28,220,1,11
802,MULTAN,KHANEWAL,JAHANIAN TEHSIL,TOTAL,BOTH SEXES,249574,244887,4374,4,184,3,122
803,MULTAN,KHANEWAL,JAHANIAN TEHSIL,TOTAL,MALE,128719,126265,2307,1,88,2,56
804,MULTAN,KHANEWAL,JAHANIAN TEHSIL,TOTAL,FEMALE,120855,118622,2067,3,96,1,66
805,MULTAN,KHANEWAL,JAHANIAN TEHSIL,RURAL,BOTH SEXES,224703,220871,3535,4,178,2,113
806,MULTAN,KHANEWAL,JAHANIAN TEHSIL,RURAL,MALE,115855,113847,1868,1,86,1,52
807,MULTAN,KHANEWAL,JAHANIAN TEHSIL,RURAL,FEMALE,108848,107024,1667,3,92,1,61
808,MULTAN,KHANEWAL,JAHANIAN TEHSIL,URBAN,BOTH SEXES,24871,24016,839,-,6,1,9
809,MULTAN,KHANEWAL,JAHANIAN TEHSIL,URBAN,MALE,12864,12418,439,-,2,1,4
810,MULTAN,KHANEWAL,JAHANIAN TEHSIL,URBAN,FEMALE,12007,11598,400,-,4,-,5
811,MULTAN,KHANEWAL,KABIRWALA TEHSIL,TOTAL,BOTH SEXES,659612,655207,2944,117,965,34,345
812,MULTAN,KHANEWAL,KABIRWALA TEHSIL,TOTAL,MALE,343441,341143,1539,59,501,14,185
813,MULTAN,KHANEWAL,KABIRWALA TEHSIL,TOTAL,FEMALE,316171,314064,1405,58,464,20,160
814,MULTAN,KHANEWAL,KABIRWALA TEHSIL,RURAL,BOTH SEXES,560800,557408,2194,86,744,32,336
815,MULTAN,KHANEWAL,KABIRWALA TEHSIL,RURAL,MALE,291643,289885,1144,45,378,12,179
816,MULTAN,KHANEWAL,KABIRWALA TEHSIL,RURAL,FEMALE,269157,267523,1050,41,366,20,157
817,MULTAN,KHANEWAL,KABIRWALA TEHSIL,URBAN,BOTH SEXES,98812,97799,750,31,221,2,9
818,MULTAN,KHANEWAL,KABIRWALA TEHSIL,URBAN,MALE,51798,51258,395,14,123,2,6
819,MULTAN,KHANEWAL,KABIRWALA TEHSIL,URBAN,FEMALE,47014,46541,355,17,98,-,3
820,MULTAN,KHANEWAL,KHANEWAL TEHSIL,TOTAL,BOTH SEXES,542602,525153,16694,11,683,7,54
821,MULTAN,KHANEWAL,KHANEWAL TEHSIL,TOTAL,MALE,280906,271728,8776,5,365,4,28
822,MULTAN,KHANEWAL,KHANEWAL TEHSIL,TOTAL,FEMALE,261696,253425,7918,6,318,3,26
823,MULTAN,KHANEWAL,KHANEWAL TEHSIL,RURAL,BOTH SEXES,391003,378175,12302,6,463,4,53
824,MULTAN,KHANEWAL,KHANEWAL TEHSIL,RURAL,MALE,202577,195811,6482,3,252,2,27
825,MULTAN,KHANEWAL,KHANEWAL TEHSIL,RURAL,FEMALE,188426,182364,5820,3,211,2,26
826,MULTAN,KHANEWAL,KHANEWAL TEHSIL,URBAN,BOTH SEXES,151599,146978,4392,5,220,3,1
827,MULTAN,KHANEWAL,KHANEWAL TEHSIL,URBAN,MALE,78329,75917,2294,2,113,2,1
828,MULTAN,KHANEWAL,KHANEWAL TEHSIL,URBAN,FEMALE,73270,71061,2098,3,107,1,-
829,MULTAN,KHANEWAL,MIAN CHANNU TEHSIL,TOTAL,BOTH SEXES,616702,591501,24819,59,275,14,34
830,MULTAN,KHANEWAL,MIAN CHANNU TEHSIL,TOTAL,MALE,319426,306345,12881,25,150,8,17
831,MULTAN,KHANEWAL,MIAN CHANNU TEHSIL,TOTAL,FEMALE,297276,285156,11938,34,125,6,17
832,MULTAN,KHANEWAL,MIAN CHANNU TEHSIL,RURAL,BOTH SEXES,527723,504854,22525,51,250,13,30
833,MULTAN,KHANEWAL,MIAN CHANNU TEHSIL,RURAL,MALE,273702,261807,11711,25,136,7,16
834,MULTAN,KHANEWAL,MIAN CHANNU TEHSIL,RURAL,FEMALE,254021,243047,10814,26,114,6,14
835,MULTAN,KHANEWAL,MIAN CHANNU TEHSIL,URBAN,BOTH SEXES,88979,86647,2294,8,25,1,4
836,MULTAN,KHANEWAL,MIAN CHANNU TEHSIL,URBAN,MALE,45724,44538,1170,-,14,1,1
837,MULTAN,KHANEWAL,MIAN CHANNU TEHSIL,URBAN,FEMALE,43255,42109,1124,8,11,-,3
838,MULTAN,LODHRAN,LODHRAN DISTRICT,TOTAL,BOTH SEXES,1171800,1164615,3292,29,1531,21,2312
839,MULTAN,LODHRAN,LODHRAN DISTRICT,TOTAL,MALE,609202,605418,1721,13,829,8,1213
840,MULTAN,LODHRAN,LODHRAN DISTRICT,TOTAL,FEMALE,562598,559197,1571,16,702,13,1099
841,MULTAN,LODHRAN,LODHRAN DISTRICT,RURAL,BOTH SEXES,1001712,996134,2276,19,1123,17,2143
842,MULTAN,LODHRAN,LODHRAN DISTRICT,RURAL,MALE,520977,518007,1187,8,644,6,1125
843,MULTAN,LODHRAN,LODHRAN DISTRICT,RURAL,FEMALE,480735,478127,1089,11,479,11,1018
844,MULTAN,LODHRAN,LODHRAN DISTRICT,URBAN,BOTH SEXES,170088,168481,1016,10,408,4,169
845,MULTAN,LODHRAN,LODHRAN DISTRICT,URBAN,MALE,88225,87411,534,5,185,2,88
846,MULTAN,LODHRAN,LODHRAN DISTRICT,URBAN,FEMALE,81863,81070,482,5,223,2,81
847,MULTAN,LODHRAN,DUNYAPUR TEHSIL,TOTAL,BOTH SEXES,338080,334744,2303,8,553,5,467
848,MULTAN,LODHRAN,DUNYAPUR TEHSIL,TOTAL,MALE,173949,172226,1210,4,270,2,237
849,MULTAN,LODHRAN,DUNYAPUR TEHSIL,TOTAL,FEMALE,164131,162518,1093,4,283,3,230
850,MULTAN,LODHRAN,DUNYAPUR TEHSIL,RURAL,BOTH SEXES,308567,305578,2094,6,431,3,455
851,MULTAN,LODHRAN,DUNYAPUR TEHSIL,RURAL,MALE,158805,157259,1097,3,213,1,232
852,MULTAN,LODHRAN,DUNYAPUR TEHSIL,RURAL,FEMALE,149762,148319,997,3,218,2,223
853,MULTAN,LODHRAN,DUNYAPUR TEHSIL,URBAN,BOTH SEXES,29513,29166,209,2,122,2,12
854,MULTAN,LODHRAN,DUNYAPUR TEHSIL,URBAN,MALE,15144,14967,113,1,57,1,5
855,MULTAN,LODHRAN,DUNYAPUR TEHSIL,URBAN,FEMALE,14369,14199,96,1,65,1,7
856,MULTAN,LODHRAN,KAHROR PACCA TEHSIL,TOTAL,BOTH SEXES,361532,359895,433,9,343,6,846
857,MULTAN,LODHRAN,KAHROR PACCA TEHSIL,TOTAL,MALE,188916,188065,228,3,187,2,431
858,MULTAN,LODHRAN,KAHROR PACCA TEHSIL,TOTAL,FEMALE,172616,171830,205,6,156,4,415
859,MULTAN,LODHRAN,KAHROR PACCA TEHSIL,RURAL,BOTH SEXES,286458,285461,21,8,235,5,728
