"BY RELIGION, SEX AND RURAL/URBAN",,,,,,,,,,,,


Id,Division,District,Tehsil,Area,Sex,Total,Muslim,Christian,HinduJati,QadianiAhmadi,Scheduled_Castes,Others
1320,SARGODHA,SARGODHA,BHALWAL TEHSIL,URBAN,FEMALE,80940,80058,724,-,157,1,-
1321,SARGODHA,SARGODHA,SAHIWAL TEHSIL,TOTAL,BOTH SEXES,236223,234316,1100,8,797,-,2
1322,SARGODHA,SARGODHA,SAHIWAL TEHSIL,TOTAL,MALE,119638,118670,572,4,390,-,2
1323,SARGODHA,SARGODHA,SAHIWAL TEHSIL,TOTAL,FEMALE,116585,115646,528,4,407,-,-
1324,SARGODHA,SARGODHA,SAHIWAL TEHSIL,RURAL,BOTH SEXES,185726,184101,879,-,744,-,2
1325,SARGODHA,SARGODHA,SAHIWAL TEHSIL,RURAL,MALE,93818,93011,446,-,359,-,2
1326,SARGODHA,SARGODHA,SAHIWAL TEHSIL,RURAL,FEMALE,91908,91090,433,-,385,-,-
1327,SARGODHA,SARGODHA,SAHIWAL TEHSIL,URBAN,BOTH SEXES,50497,50215,221,8,53,-,-
1328,SARGODHA,SARGODHA,SAHIWAL TEHSIL,URBAN,MALE,25820,25659,126,4,31,-,-
1329,SARGODHA,SARGODHA,SAHIWAL TEHSIL,URBAN,FEMALE,24677,24556,95,4,22,-,-
1330,SARGODHA,SARGODHA,SARGODHA TEHSIL,TOTAL,BOTH SEXES,1081459,1028700,48805,16,3897,31,10
1331,SARGODHA,SARGODHA,SARGODHA TEHSIL,TOTAL,MALE,561034,533637,25440,10,1928,14,5
1332,SARGODHA,SARGODHA,SARGODHA TEHSIL,TOTAL,FEMALE,520425,495063,23365,6,1969,17,5
1333,SARGODHA,SARGODHA,SARGODHA TEHSIL,RURAL,BOTH SEXES,623019,597346,23274,2,2389,3,5
1334,SARGODHA,SARGODHA,SARGODHA TEHSIL,RURAL,MALE,321197,307805,12196,2,1192,-,2
1335,SARGODHA,SARGODHA,SARGODHA TEHSIL,RURAL,FEMALE,301822,289541,11078,-,1197,3,3
1336,SARGODHA,SARGODHA,SARGODHA TEHSIL,URBAN,BOTH SEXES,458440,431354,25531,14,1508,28,5
1337,SARGODHA,SARGODHA,SARGODHA TEHSIL,URBAN,MALE,239837,225832,13244,8,736,14,3
1338,SARGODHA,SARGODHA,SARGODHA TEHSIL,URBAN,FEMALE,218603,205522,12287,6,772,14,2
1339,SARGODHA,SARGODHA,SHAHPUR TEHSIL,TOTAL,BOTH SEXES,274129,272676,1361,-,91,-,1
1340,SARGODHA,SARGODHA,SHAHPUR TEHSIL,TOTAL,MALE,139710,138956,701,-,53,-,-
1341,SARGODHA,SARGODHA,SHAHPUR TEHSIL,TOTAL,FEMALE,134419,133720,660,-,38,-,1
1342,SARGODHA,SARGODHA,SHAHPUR TEHSIL,RURAL,BOTH SEXES,222939,221913,964,-,61,-,1
1343,SARGODHA,SARGODHA,SHAHPUR TEHSIL,RURAL,MALE,113192,112667,486,-,39,-,-
1344,SARGODHA,SARGODHA,SHAHPUR TEHSIL,RURAL,FEMALE,109747,109246,478,-,22,-,1
1345,SARGODHA,SARGODHA,SHAHPUR TEHSIL,URBAN,BOTH SEXES,51190,50763,397,-,30,-,-
1346,SARGODHA,SARGODHA,SHAHPUR TEHSIL,URBAN,MALE,26518,26289,215,-,14,-,-
1347,SARGODHA,SARGODHA,SHAHPUR TEHSIL,URBAN,FEMALE,24672,24474,182,-,16,-,-
1348,SARGODHA,SARGODHA,SILLANWALI TEHSIL,TOTAL,BOTH SEXES,254281,249549,3448,9,1273,1,1
1349,SARGODHA,SARGODHA,SILLANWALI TEHSIL,TOTAL,MALE,130819,128384,1813,4,616,1,1
1350,SARGODHA,SARGODHA,SILLANWALI TEHSIL,TOTAL,FEMALE,123462,121165,1635,5,657,-,-
1351,SARGODHA,SARGODHA,SILLANWALI TEHSIL,RURAL,BOTH SEXES,231205,226597,3413,9,1184,1,1
1352,SARGODHA,SARGODHA,SILLANWALI TEHSIL,RURAL,MALE,118874,116507,1791,4,570,1,1
1353,SARGODHA,SARGODHA,SILLANWALI TEHSIL,RURAL,FEMALE,112331,110090,1622,5,614,-,-
1354,SARGODHA,SARGODHA,SILLANWALI TEHSIL,URBAN,BOTH SEXES,23076,22952,35,-,89,-,-
1355,SARGODHA,SARGODHA,SILLANWALI TEHSIL,URBAN,MALE,11945,11877,22,-,46,-,-
1356,SARGODHA,SARGODHA,SILLANWALI TEHSIL,URBAN,FEMALE,11131,11075,13,-,43,-,-
